SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2022,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2023,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-APR-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2024,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-APR-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2025,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-APR-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N8,1000,1000,1,8.65,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2026,INE148I07GJ7
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2017,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2018,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2019,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2020,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2021,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2022,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2023,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2024,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2025,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,N9,1000,1000,1,8.85,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2026,INE148I07GK5
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2017,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2018,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2019,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2020,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2021,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2022,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2023,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2024,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2025,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NA,1000,1000,1,9,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2026,INE148I07GL3
IBULHSGFIN,Indiabulls Housing Finance Limited,NB,1000,1000,1,,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2026,INE148I07GN9
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2016,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2016,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2016,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2017,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2018,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2019,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2020,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2021,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2022,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2023,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-AUG-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-SEP-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-OCT-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-NOV-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-DEC-2024,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JAN-2025,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-FEB-2025,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAR-2025,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-APR-2025,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-MAY-2025,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUN-2025,INE148I08231
IBULHSGFIN,Indiabulls Housing Finance Limited,NC,1000,1000,1,8.79,28-SEP-2016,26-SEP-2016,,,,,26-JUL-2025,INE148I08231
